iter,tec,vintage,year_all,Level
2121,OTL,2020,2020,0.000e+00
2121,OTL,2020,2025,0.000e+00
2121,OTL,2020,2030,0.000e+00
2121,OTL,2020,2035,0.000e+00
2121,OTL,2025,2025,1.783e+08
2121,OTL,2025,2030,1.783e+08
2121,OTL,2025,2035,0.000e+00
2121,OTL,2025,2040,0.000e+00
2121,OTL,2030,2030,0.000e+00
2121,OTL,2030,2035,0.000e+00
2121,OTL,2030,2040,0.000e+00
2121,OTL,2030,2045,0.000e+00
2121,OTL,2035,2035,1.015e+09
2121,OTL,2035,2040,1.015e+09
2121,OTL,2035,2045,8.546e+01
2121,OTL,2035,2050,1.015e+09
2121,OTL,2040,2040,0.000e+00
2121,OTL,2040,2045,0.000e+00
2121,OTL,2040,2050,0.000e+00
2121,OTL,2045,2045,0.000e+00
2121,OTL,2045,2050,0.000e+00
2121,OTL,2050,2050,0.000e+00
2121,CTL,2020,2020,0.000e+00
2121,CTL,2020,2025,0.000e+00
2121,CTL,2020,2030,0.000e+00
2121,CTL,2020,2035,0.000e+00
2121,CTL,2025,2025,0.000e+00
2121,CTL,2025,2030,0.000e+00
2121,CTL,2025,2035,0.000e+00
2121,CTL,2025,2040,0.000e+00
2121,CTL,2030,2030,0.000e+00
2121,CTL,2030,2035,0.000e+00
2121,CTL,2030,2040,0.000e+00
2121,CTL,2030,2045,0.000e+00
2121,CTL,2035,2035,0.000e+00
2121,CTL,2035,2040,0.000e+00
2121,CTL,2035,2045,0.000e+00
2121,CTL,2035,2050,0.000e+00
2121,CTL,2040,2040,0.000e+00
2121,CTL,2040,2045,0.000e+00
2121,CTL,2040,2050,0.000e+00
2121,CTL,2045,2045,0.000e+00
2121,CTL,2045,2050,0.000e+00
2121,CTL,2050,2050,0.000e+00
2121,PTL,2020,2020,3.165e+08
2121,PTL,2020,2025,3.165e+08
2121,PTL,2020,2030,3.165e+08
2121,PTL,2020,2035,3.339e+07
2121,PTL,2025,2025,0.000e+00
2121,PTL,2025,2030,0.000e+00
2121,PTL,2025,2035,0.000e+00
2121,PTL,2025,2040,0.000e+00
2121,PTL,2030,2030,5.075e+07
2121,PTL,2030,2035,0.000e+00
2121,PTL,2030,2040,4.845e+07
2121,PTL,2030,2045,4.845e+07
2121,PTL,2035,2035,0.000e+00
2121,PTL,2035,2040,0.000e+00
2121,PTL,2035,2045,0.000e+00
2121,PTL,2035,2050,0.000e+00
2121,PTL,2040,2040,0.000e+00
2121,PTL,2040,2045,0.000e+00
2121,PTL,2040,2050,0.000e+00
2121,PTL,2045,2045,4.369e+08
2121,PTL,2045,2050,0.000e+00
2121,PTL,2050,2050,0.000e+00
2121,BTL,2020,2020,0.000e+00
2121,BTL,2020,2025,0.000e+00
2121,BTL,2020,2030,0.000e+00
2121,BTL,2020,2035,0.000e+00
2121,BTL,2025,2025,0.000e+00
2121,BTL,2025,2030,0.000e+00
2121,BTL,2025,2035,0.000e+00
2121,BTL,2025,2040,0.000e+00
2121,BTL,2030,2030,0.000e+00
2121,BTL,2030,2035,0.000e+00
2121,BTL,2030,2040,1.913e-07
2121,BTL,2030,2045,2.273e+00
2121,BTL,2035,2035,0.000e+00
2121,BTL,2035,2040,0.000e+00
2121,BTL,2035,2045,0.000e+00
2121,BTL,2035,2050,2.701e+07
2121,BTL,2040,2040,0.000e+00
2121,BTL,2040,2045,0.000e+00
2121,BTL,2040,2050,0.000e+00
2121,BTL,2045,2045,0.000e+00
2121,BTL,2045,2050,0.000e+00
2121,BTL,2050,2050,0.000e+00
2122,OTL,2020,2020,0.000e+00
2122,OTL,2020,2025,0.000e+00
2122,OTL,2020,2030,0.000e+00
2122,OTL,2020,2035,0.000e+00
2122,OTL,2025,2025,0.000e+00
2122,OTL,2025,2030,0.000e+00
2122,OTL,2025,2035,0.000e+00
2122,OTL,2025,2040,0.000e+00
2122,OTL,2030,2030,0.000e+00
2122,OTL,2030,2035,0.000e+00
2122,OTL,2030,2040,0.000e+00
2122,OTL,2030,2045,0.000e+00
2122,OTL,2035,2035,0.000e+00
2122,OTL,2035,2040,0.000e+00
2122,OTL,2035,2045,0.000e+00
2122,OTL,2035,2050,0.000e+00
2122,OTL,2040,2040,0.000e+00
2122,OTL,2040,2045,0.000e+00
2122,OTL,2040,2050,0.000e+00
2122,OTL,2045,2045,0.000e+00
2122,OTL,2045,2050,0.000e+00
2122,OTL,2050,2050,0.000e+00
2122,CTL,2020,2020,0.000e+00
2122,CTL,2020,2025,0.000e+00
2122,CTL,2020,2030,0.000e+00
2122,CTL,2020,2035,0.000e+00
2122,CTL,2025,2025,0.000e+00
2122,CTL,2025,2030,0.000e+00
2122,CTL,2025,2035,0.000e+00
2122,CTL,2025,2040,0.000e+00
2122,CTL,2030,2030,0.000e+00
2122,CTL,2030,2035,0.000e+00
2122,CTL,2030,2040,0.000e+00
2122,CTL,2030,2045,0.000e+00
2122,CTL,2035,2035,0.000e+00
2122,CTL,2035,2040,0.000e+00
2122,CTL,2035,2045,0.000e+00
2122,CTL,2035,2050,0.000e+00
2122,CTL,2040,2040,0.000e+00
2122,CTL,2040,2045,0.000e+00
2122,CTL,2040,2050,0.000e+00
2122,CTL,2045,2045,0.000e+00
2122,CTL,2045,2050,0.000e+00
2122,CTL,2050,2050,0.000e+00
2122,PTL,2020,2020,3.165e+08
2122,PTL,2020,2025,3.950e+08
2122,PTL,2020,2030,4.457e+08
2122,PTL,2020,2035,4.806e+08
2122,PTL,2025,2025,0.000e+00
2122,PTL,2025,2030,0.000e+00
2122,PTL,2025,2035,0.000e+00
2122,PTL,2025,2040,4.957e+08
2122,PTL,2030,2030,0.000e+00
2122,PTL,2030,2035,0.000e+00
2122,PTL,2030,2040,0.000e+00
2122,PTL,2030,2045,4.854e+08
2122,PTL,2035,2035,0.000e+00
2122,PTL,2035,2040,0.000e+00
2122,PTL,2035,2045,0.000e+00
2122,PTL,2035,2050,4.553e+08
2122,PTL,2040,2040,0.000e+00
2122,PTL,2040,2045,0.000e+00
2122,PTL,2040,2050,0.000e+00
2122,PTL,2045,2045,0.000e+00
2122,PTL,2045,2050,0.000e+00
2122,PTL,2050,2050,0.000e+00
2122,BTL,2020,2020,0.000e+00
2122,BTL,2020,2025,0.000e+00
2122,BTL,2020,2030,0.000e+00
2122,BTL,2020,2035,0.000e+00
2122,BTL,2025,2025,0.000e+00
2122,BTL,2025,2030,0.000e+00
2122,BTL,2025,2035,0.000e+00
2122,BTL,2025,2040,0.000e+00
2122,BTL,2030,2030,0.000e+00
2122,BTL,2030,2035,0.000e+00
2122,BTL,2030,2040,0.000e+00
2122,BTL,2030,2045,0.000e+00
2122,BTL,2035,2035,0.000e+00
2122,BTL,2035,2040,0.000e+00
2122,BTL,2035,2045,0.000e+00
2122,BTL,2035,2050,0.000e+00
2122,BTL,2040,2040,0.000e+00
2122,BTL,2040,2045,0.000e+00
2122,BTL,2040,2050,0.000e+00
2122,BTL,2045,2045,0.000e+00
2122,BTL,2045,2050,0.000e+00
2122,BTL,2050,2050,0.000e+00
2123,OTL,2020,2020,7.184e+08
2123,OTL,2020,2025,7.184e+08
2123,OTL,2020,2030,7.184e+08
2123,OTL,2020,2035,0.000e+00
2123,OTL,2025,2025,1.783e+08
2123,OTL,2025,2030,1.783e+08
2123,OTL,2025,2035,2.339e+07
2123,OTL,2025,2040,2.339e+07
2123,OTL,2030,2030,1.152e+08
2123,OTL,2030,2035,1.152e+08
2123,OTL,2030,2040,1.152e+08
2123,OTL,2030,2045,1.152e+08
2123,OTL,2035,2035,9.525e+08
2123,OTL,2035,2040,9.867e+08
2123,OTL,2035,2045,9.867e+08
2123,OTL,2035,2050,9.867e+08
2123,OTL,2040,2040,0.000e+00
2123,OTL,2040,2045,0.000e+00
2123,OTL,2040,2050,0.000e+00
2123,OTL,2045,2045,0.000e+00
2123,OTL,2045,2050,0.000e+00
2123,OTL,2050,2050,0.000e+00
2123,CTL,2020,2020,0.000e+00
2123,CTL,2020,2025,0.000e+00
2123,CTL,2020,2030,0.000e+00
2123,CTL,2020,2035,0.000e+00
2123,CTL,2025,2025,0.000e+00
2123,CTL,2025,2030,0.000e+00
2123,CTL,2025,2035,0.000e+00
2123,CTL,2025,2040,0.000e+00
2123,CTL,2030,2030,0.000e+00
2123,CTL,2030,2035,0.000e+00
2123,CTL,2030,2040,0.000e+00
2123,CTL,2030,2045,0.000e+00
2123,CTL,2035,2035,0.000e+00
2123,CTL,2035,2040,0.000e+00
2123,CTL,2035,2045,0.000e+00
2123,CTL,2035,2050,0.000e+00
2123,CTL,2040,2040,0.000e+00
2123,CTL,2040,2045,0.000e+00
2123,CTL,2040,2050,0.000e+00
2123,CTL,2045,2045,0.000e+00
2123,CTL,2045,2050,0.000e+00
2123,CTL,2050,2050,0.000e+00
2123,PTL,2020,2020,0.000e+00
2123,PTL,2020,2025,0.000e+00
2123,PTL,2020,2030,0.000e+00
2123,PTL,2020,2035,0.000e+00
2123,PTL,2025,2025,0.000e+00
2123,PTL,2025,2030,0.000e+00
2123,PTL,2025,2035,0.000e+00
2123,PTL,2025,2040,0.000e+00
2123,PTL,2030,2030,0.000e+00
2123,PTL,2030,2035,0.000e+00
2123,PTL,2030,2040,1.462e-07
2123,PTL,2030,2045,0.000e+00
2123,PTL,2035,2035,0.000e+00
2123,PTL,2035,2040,0.000e+00
2123,PTL,2035,2045,0.000e+00
2123,PTL,2035,2050,0.000e+00
2123,PTL,2040,2040,0.000e+00
2123,PTL,2040,2045,0.000e+00
2123,PTL,2040,2050,0.000e+00
2123,PTL,2045,2045,1.738e+00
2123,PTL,2045,2050,1.738e+00
2123,PTL,2050,2050,2.065e+07
2123,BTL,2020,2020,0.000e+00
2123,BTL,2020,2025,0.000e+00
2123,BTL,2020,2030,0.000e+00
2123,BTL,2020,2035,0.000e+00
2123,BTL,2025,2025,0.000e+00
2123,BTL,2025,2030,0.000e+00
2123,BTL,2025,2035,0.000e+00
2123,BTL,2025,2040,0.000e+00
2123,BTL,2030,2030,0.000e+00
2123,BTL,2030,2035,0.000e+00
2123,BTL,2030,2040,0.000e+00
2123,BTL,2030,2045,0.000e+00
2123,BTL,2035,2035,0.000e+00
2123,BTL,2035,2040,0.000e+00
2123,BTL,2035,2045,0.000e+00
2123,BTL,2035,2050,0.000e+00
2123,BTL,2040,2040,0.000e+00
2123,BTL,2040,2045,0.000e+00
2123,BTL,2040,2050,0.000e+00
2123,BTL,2045,2045,0.000e+00
2123,BTL,2045,2050,0.000e+00
2123,BTL,2050,2050,0.000e+00
2124,OTL,2020,2020,2.058e+08
2124,OTL,2020,2025,2.058e+08
2124,OTL,2020,2030,2.058e+08
2124,OTL,2020,2035,0.000e+00
2124,OTL,2025,2025,1.783e+08
2124,OTL,2025,2030,1.783e+08
2124,OTL,2025,2035,0.000e+00
2124,OTL,2025,2040,0.000e+00
2124,OTL,2030,2030,0.000e+00
2124,OTL,2030,2035,0.000e+00
2124,OTL,2030,2040,0.000e+00
2124,OTL,2030,2045,0.000e+00
2124,OTL,2035,2035,1.034e+09
2124,OTL,2035,2040,1.034e+09
2124,OTL,2035,2045,0.000e+00
2124,OTL,2035,2050,1.034e+09
2124,OTL,2040,2040,0.000e+00
2124,OTL,2040,2045,0.000e+00
2124,OTL,2040,2050,0.000e+00
2124,OTL,2045,2045,8.699e+01
2124,OTL,2045,2050,0.000e+00
2124,OTL,2050,2050,0.000e+00
2124,CTL,2020,2020,0.000e+00
2124,CTL,2020,2025,0.000e+00
2124,CTL,2020,2030,0.000e+00
2124,CTL,2020,2035,0.000e+00
2124,CTL,2025,2025,0.000e+00
2124,CTL,2025,2030,0.000e+00
2124,CTL,2025,2035,0.000e+00
2124,CTL,2025,2040,0.000e+00
2124,CTL,2030,2030,0.000e+00
2124,CTL,2030,2035,0.000e+00
2124,CTL,2030,2040,0.000e+00
2124,CTL,2030,2045,0.000e+00
2124,CTL,2035,2035,0.000e+00
2124,CTL,2035,2040,0.000e+00
2124,CTL,2035,2045,0.000e+00
2124,CTL,2035,2050,0.000e+00
2124,CTL,2040,2040,0.000e+00
2124,CTL,2040,2045,0.000e+00
2124,CTL,2040,2050,0.000e+00
2124,CTL,2045,2045,0.000e+00
2124,CTL,2045,2050,0.000e+00
2124,CTL,2050,2050,0.000e+00
2124,PTL,2020,2020,2.258e+08
2124,PTL,2020,2025,2.005e+08
2124,PTL,2020,2030,2.258e+08
2124,PTL,2020,2035,0.000e+00
2124,PTL,2025,2025,2.535e+07
2124,PTL,2025,2030,2.535e+07
2124,PTL,2025,2035,2.535e+07
2124,PTL,2025,2040,2.535e+07
2124,PTL,2030,2030,2.540e+07
2124,PTL,2030,2035,0.000e+00
2124,PTL,2030,2040,1.506e+07
2124,PTL,2030,2045,1.506e+07
2124,PTL,2035,2035,0.000e+00
2124,PTL,2035,2040,0.000e+00
2124,PTL,2035,2045,0.000e+00
2124,PTL,2035,2050,0.000e+00
2124,PTL,2040,2040,0.000e+00
2124,PTL,2040,2045,0.000e+00
2124,PTL,2040,2050,0.000e+00
2124,PTL,2045,2045,4.703e+08
2124,PTL,2045,2050,0.000e+00
2124,PTL,2050,2050,0.000e+00
2124,BTL,2020,2020,0.000e+00
2124,BTL,2020,2025,0.000e+00
2124,BTL,2020,2030,0.000e+00
2124,BTL,2020,2035,0.000e+00
2124,BTL,2025,2025,0.000e+00
2124,BTL,2025,2030,0.000e+00
2124,BTL,2025,2035,0.000e+00
2124,BTL,2025,2040,0.000e+00
2124,BTL,2030,2030,0.000e+00
2124,BTL,2030,2035,0.000e+00
2124,BTL,2030,2040,0.000e+00
2124,BTL,2030,2045,0.000e+00
2124,BTL,2035,2035,0.000e+00
2124,BTL,2035,2040,0.000e+00
2124,BTL,2035,2045,0.000e+00
2124,BTL,2035,2050,0.000e+00
2124,BTL,2040,2040,0.000e+00
2124,BTL,2040,2045,0.000e+00
2124,BTL,2040,2050,0.000e+00
2124,BTL,2045,2045,0.000e+00
2124,BTL,2045,2050,0.000e+00
2124,BTL,2050,2050,0.000e+00
2125,OTL,2020,2020,7.184e+08
2125,OTL,2020,2025,7.184e+08
2125,OTL,2020,2030,3.248e-07
2125,OTL,2020,2035,0.000e+00
2125,OTL,2025,2025,1.783e+08
2125,OTL,2025,2030,1.437e+00
2125,OTL,2025,2035,1.437e+00
2125,OTL,2025,2040,1.437e+00
2125,OTL,2030,2030,0.000e+00
2125,OTL,2030,2035,1.708e+07
2125,OTL,2030,2040,0.000e+00
2125,OTL,2030,2045,1.708e+07
2125,OTL,2035,2035,0.000e+00
2125,OTL,2035,2040,0.000e+00
2125,OTL,2035,2045,0.000e+00
2125,OTL,2035,2050,0.000e+00
2125,OTL,2040,2040,0.000e+00
2125,OTL,2040,2045,0.000e+00
2125,OTL,2040,2050,0.000e+00
2125,OTL,2045,2045,0.000e+00
2125,OTL,2045,2050,0.000e+00
2125,OTL,2050,2050,0.000e+00
2125,CTL,2020,2020,0.000e+00
2125,CTL,2020,2025,0.000e+00
2125,CTL,2020,2030,0.000e+00
2125,CTL,2020,2035,0.000e+00
2125,CTL,2025,2025,0.000e+00
2125,CTL,2025,2030,0.000e+00
2125,CTL,2025,2035,0.000e+00
2125,CTL,2025,2040,0.000e+00
2125,CTL,2030,2030,0.000e+00
2125,CTL,2030,2035,0.000e+00
2125,CTL,2030,2040,0.000e+00
2125,CTL,2030,2045,0.000e+00
2125,CTL,2035,2035,0.000e+00
2125,CTL,2035,2040,0.000e+00
2125,CTL,2035,2045,0.000e+00
2125,CTL,2035,2050,0.000e+00
2125,CTL,2040,2040,0.000e+00
2125,CTL,2040,2045,0.000e+00
2125,CTL,2040,2050,0.000e+00
2125,CTL,2045,2045,0.000e+00
2125,CTL,2045,2050,0.000e+00
2125,CTL,2050,2050,0.000e+00
2125,PTL,2020,2020,0.000e+00
2125,PTL,2020,2025,0.000e+00
2125,PTL,2020,2030,0.000e+00
2125,PTL,2020,2035,0.000e+00
2125,PTL,2025,2025,3.751e+01
2125,PTL,2025,2030,4.457e+08
2125,PTL,2025,2035,4.457e+08
2125,PTL,2025,2040,4.457e+08
2125,PTL,2030,2030,0.000e+00
2125,PTL,2030,2035,0.000e+00
2125,PTL,2030,2040,0.000e+00
2125,PTL,2030,2045,0.000e+00
2125,PTL,2035,2035,2.738e+07
2125,PTL,2035,2040,2.738e+07
2125,PTL,2035,2045,2.738e+07
2125,PTL,2035,2050,2.738e+07
2125,PTL,2040,2040,2.259e+07
2125,PTL,2040,2045,2.259e+07
2125,PTL,2040,2050,0.000e+00
2125,PTL,2045,2045,4.279e+08
2125,PTL,2045,2050,4.279e+08
2125,PTL,2050,2050,0.000e+00
2125,BTL,2020,2020,0.000e+00
2125,BTL,2020,2025,0.000e+00
2125,BTL,2020,2030,0.000e+00
2125,BTL,2020,2035,0.000e+00
2125,BTL,2025,2025,0.000e+00
2125,BTL,2025,2030,0.000e+00
2125,BTL,2025,2035,0.000e+00
2125,BTL,2025,2040,0.000e+00
2125,BTL,2030,2030,0.000e+00
2125,BTL,2030,2035,0.000e+00
2125,BTL,2030,2040,0.000e+00
2125,BTL,2030,2045,0.000e+00
2125,BTL,2035,2035,0.000e+00
2125,BTL,2035,2040,0.000e+00
2125,BTL,2035,2045,0.000e+00
2125,BTL,2035,2050,0.000e+00
2125,BTL,2040,2040,0.000e+00
2125,BTL,2040,2045,0.000e+00
2125,BTL,2040,2050,0.000e+00
2125,BTL,2045,2045,0.000e+00
2125,BTL,2045,2050,0.000e+00
2125,BTL,2050,2050,0.000e+00
2126,OTL,2020,2020,1.883e+08
2126,OTL,2020,2025,0.000e+00
2126,OTL,2020,2030,0.000e+00
2126,OTL,2020,2035,0.000e+00
2126,OTL,2025,2025,3.666e+08
2126,OTL,2025,2030,3.666e+08
2126,OTL,2025,2035,3.666e+08
2126,OTL,2025,2040,3.666e+08
2126,OTL,2030,2030,0.000e+00
2126,OTL,2030,2035,0.000e+00
2126,OTL,2030,2040,0.000e+00
2126,OTL,2030,2045,0.000e+00
2126,OTL,2035,2035,0.000e+00
2126,OTL,2035,2040,0.000e+00
2126,OTL,2035,2045,0.000e+00
2126,OTL,2035,2050,0.000e+00
2126,OTL,2040,2040,0.000e+00
2126,OTL,2040,2045,0.000e+00
2126,OTL,2040,2050,0.000e+00
2126,OTL,2045,2045,0.000e+00
2126,OTL,2045,2050,0.000e+00
2126,OTL,2050,2050,0.000e+00
2126,CTL,2020,2020,0.000e+00
2126,CTL,2020,2025,0.000e+00
2126,CTL,2020,2030,0.000e+00
2126,CTL,2020,2035,0.000e+00
2126,CTL,2025,2025,0.000e+00
2126,CTL,2025,2030,0.000e+00
2126,CTL,2025,2035,0.000e+00
2126,CTL,2025,2040,0.000e+00
2126,CTL,2030,2030,0.000e+00
2126,CTL,2030,2035,0.000e+00
2126,CTL,2030,2040,0.000e+00
2126,CTL,2030,2045,0.000e+00
2126,CTL,2035,2035,0.000e+00
2126,CTL,2035,2040,0.000e+00
2126,CTL,2035,2045,0.000e+00
2126,CTL,2035,2050,0.000e+00
2126,CTL,2040,2040,0.000e+00
2126,CTL,2040,2045,0.000e+00
2126,CTL,2040,2050,0.000e+00
2126,CTL,2045,2045,0.000e+00
2126,CTL,2045,2050,0.000e+00
2126,CTL,2050,2050,0.000e+00
2126,PTL,2020,2020,2.335e+08
2126,PTL,2020,2025,2.335e+08
2126,PTL,2020,2030,0.000e+00
2126,PTL,2020,2035,0.000e+00
2126,PTL,2025,2025,0.000e+00
2126,PTL,2025,2030,0.000e+00
2126,PTL,2025,2035,0.000e+00
2126,PTL,2025,2040,0.000e+00
2126,PTL,2030,2030,2.842e+08
2126,PTL,2030,2035,2.842e+08
2126,PTL,2030,2040,2.842e+08
2126,PTL,2030,2045,2.842e+08
2126,PTL,2035,2035,3.490e+07
2126,PTL,2035,2040,3.490e+07
2126,PTL,2035,2045,3.490e+07
2126,PTL,2035,2050,3.490e+07
2126,PTL,2040,2040,1.506e+07
2126,PTL,2040,2045,1.506e+07
2126,PTL,2040,2050,1.506e+07
2126,PTL,2045,2045,1.512e+08
2126,PTL,2045,2050,1.512e+08
